"Reversed left context";"Reversed center";"Left context";"Center";"Punct";"Right context";"Title";"Author";"Birthday";"Header";"Created";"Sphere";"Type";"Topic";"Publication";"Publ_year";"Medium";"Ambiguity";"Full context"
" ьтавовтсвуч отэ мав ьсоливарноп -- етемйоп ен";"или";"не поймете -- понравилось вам это чувствовать ";"или";" ";"не понравилось";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И не сможете удержать, и не поймете -- понравилось вам это чувствовать или не понравилось"
" или ьтавовтсвуч отэ мав ьсоливарноп -- етемйоп";"ен";"поймете -- понравилось вам это чувствовать или ";"не";" ";"понравилось";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И не сможете удержать, и не поймете -- понравилось вам это чувствовать или не понравилось"
" ен или ьтавовтсвуч отэ мав ьсоливарноп";"ьсоливарноп";"понравилось вам это чувствовать или не ";"понравилось";"";"";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И не сможете удержать, и не поймете -- понравилось вам это чувствовать или не понравилось"
"";"И";"";"И";" ";"чтобы проверить и еще раз это";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" И";"ыботч";"И ";"чтобы";" ";"проверить и еще раз это почувствовать";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" ыботч И";"ьтиреворп";"И чтобы ";"проверить";" ";"и еще раз это почувствовать, вы";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" ьтиреворп ыботч И";"и";"И чтобы проверить ";"и";" ";"еще раз это почувствовать, вы поедете";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" и ьтиреворп ыботч И";"еще";"И чтобы проверить и ";"еще";" ";"раз это почувствовать, вы поедете в";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" еще и ьтиреворп ыботч И";"зар";"И чтобы проверить и еще ";"раз";" ";"это почувствовать, вы поедете в свой";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" зар еще и ьтиреворп ыботч И";"отэ";"И чтобы проверить и еще раз ";"это";" ";"почувствовать, вы поедете в свой родной";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" отэ зар еще и ьтиреворп ыботч";"ьтавовтсвучоп";"чтобы проверить и еще раз это ";"почувствовать";", ";"вы поедете в свой родной город";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" ,ьтавовтсвучоп отэ зар еще и ьтиреворп";"ыв";"проверить и еще раз это почувствовать, ";"вы";" ";"поедете в свой родной город, найдете";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" ыв ,ьтавовтсвучоп отэ зар еще и";"етедеоп";"и еще раз это почувствовать, вы ";"поедете";" ";"в свой родной город, найдете дом";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" етедеоп ыв ,ьтавовтсвучоп отэ зар еще";"в";"еще раз это почувствовать, вы поедете ";"в";" ";"свой родной город, найдете дом, в";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" в етедеоп ыв ,ьтавовтсвучоп отэ зар";"йовс";"раз это почувствовать, вы поедете в ";"свой";" ";"родной город, найдете дом, в котором";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" йовс в етедеоп ыв ,ьтавовтсвучоп отэ";"йондор";"это почувствовать, вы поедете в свой ";"родной";" ";"город, найдете дом, в котором вы";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" йондор йовс в етедеоп ыв ,ьтавовтсвучоп";"дорог";"почувствовать, вы поедете в свой родной ";"город";", ";"найдете дом, в котором вы провели";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" ,дорог йондор йовс в етедеоп ыв";"етедйан";"вы поедете в свой родной город, ";"найдете";" ";"дом, в котором вы провели детство";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" етедйан ,дорог йондор йовс в етедеоп";"мод";"поедете в свой родной город, найдете ";"дом";", ";"в котором вы провели детство, будете";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" ,мод етедйан ,дорог йондор йовс в";"в";"в свой родной город, найдете дом, ";"в";" ";"котором вы провели детство, будете тысячу";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" в ,мод етедйан ,дорог йондор йовс";"мороток";"свой родной город, найдете дом, в ";"котором";" ";"вы провели детство, будете тысячу раз";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" мороток в ,мод етедйан ,дорог йондор";"ыв";"родной город, найдете дом, в котором ";"вы";" ";"провели детство, будете тысячу раз входить";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" ыв мороток в ,мод етедйан ,дорог";"илеворп";"город, найдете дом, в котором вы ";"провели";" ";"детство, будете тысячу раз входить и";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" илеворп ыв мороток в ,мод етедйан";"овтстед";"найдете дом, в котором вы провели ";"детство";", ";"будете тысячу раз входить и выходить";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" ,овтстед илеворп ыв мороток в ,мод";"етедуб";"дом, в котором вы провели детство, ";"будете";" ";"тысячу раз входить и выходить из";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" етедуб ,овтстед илеворп ыв мороток в";"учясыт";"в котором вы провели детство, будете ";"тысячу";" ";"раз входить и выходить из него";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" учясыт етедуб ,овтстед илеворп ыв мороток";"зар";"котором вы провели детство, будете тысячу ";"раз";" ";"входить и выходить из него, чтобы";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" зар учясыт етедуб ,овтстед илеворп ыв";"ьтидохв";"вы провели детство, будете тысячу раз ";"входить";" ";"и выходить из него, чтобы почувствовать";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" ьтидохв зар учясыт етедуб ,овтстед илеворп";"и";"провели детство, будете тысячу раз входить ";"и";" ";"выходить из него, чтобы почувствовать..., и";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" и ьтидохв зар учясыт етедуб ,овтстед";"ьтидохыв";"детство, будете тысячу раз входить и ";"выходить";" ";"из него, чтобы почувствовать..., и не";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" ьтидохыв и ьтидохв зар учясыт етедуб";"зи";"будете тысячу раз входить и выходить ";"из";" ";"него, чтобы почувствовать..., и не почувствуете";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" зи ьтидохыв и ьтидохв зар учясыт";"оген";"тысячу раз входить и выходить из ";"него";", ";"чтобы почувствовать..., и не почувствуете";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" ,оген зи ьтидохыв и ьтидохв зар";"ыботч";"раз входить и выходить из него, ";"чтобы";" ";"почувствовать..., и не почувствуете";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" ыботч ,оген зи ьтидохыв и ьтидохв";"ьтавовтсвучоп";"входить и выходить из него, чтобы ";"почувствовать";"..., ";"и не почувствуете";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" ,...ьтавовтсвучоп ыботч ,оген зи ьтидохыв и";"и";"и выходить из него, чтобы почувствовать..., ";"и";" ";"не почувствуете";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" и ,...ьтавовтсвучоп ыботч ,оген зи ьтидохыв";"ен";"выходить из него, чтобы почувствовать..., и ";"не";" ";"почувствуете";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
" ен и ,...ьтавовтсвучоп ыботч ,оген зи";"етеувтсвучоп";"из него, чтобы почувствовать..., и не ";"почувствуете";"";"";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"И чтобы проверить и еще раз это почувствовать, вы поедете в свой родной город, найдете дом, в котором вы провели детство, будете тысячу раз входить и выходить из него, чтобы почувствовать..., и не почувствуете"
"";"илИ";"";"Или";" ";"поедете вы в Дрезден, придете в";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Или поедете вы в Дрезден, придете в Дрезденскую галерею, в зал, где висит Сикстинская мадонна, встанете перед картиной и будете думать: ""Так... вот она, это же она..., так надо это понять, надо это осознать"
" илИ";"етедеоп";"Или ";"поедете";" ";"вы в Дрезден, придете в Дрезденскую";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Или поедете вы в Дрезден, придете в Дрезденскую галерею, в зал, где висит Сикстинская мадонна, встанете перед картиной и будете думать: ""Так... вот она, это же она..., так надо это понять, надо это осознать"
" етедеоп илИ";"ыв";"Или поедете ";"вы";" ";"в Дрезден, придете в Дрезденскую галерею";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Или поедете вы в Дрезден, придете в Дрезденскую галерею, в зал, где висит Сикстинская мадонна, встанете перед картиной и будете думать: ""Так... вот она, это же она..., так надо это понять, надо это осознать"
" ыв етедеоп илИ";"в";"Или поедете вы ";"в";" ";"Дрезден, придете в Дрезденскую галерею, в";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Или поедете вы в Дрезден, придете в Дрезденскую галерею, в зал, где висит Сикстинская мадонна, встанете перед картиной и будете думать: ""Так... вот она, это же она..., так надо это понять, надо это осознать"
" в ыв етедеоп илИ";"недзерД";"Или поедете вы в ";"Дрезден";", ";"придете в Дрезденскую галерею, в зал";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Или поедете вы в Дрезден, придете в Дрезденскую галерею, в зал, где висит Сикстинская мадонна, встанете перед картиной и будете думать: ""Так... вот она, это же она..., так надо это понять, надо это осознать"
" ,недзерД в ыв етедеоп илИ";"етедирп";"Или поедете вы в Дрезден, ";"придете";" ";"в Дрезденскую галерею, в зал, где";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Или поедете вы в Дрезден, придете в Дрезденскую галерею, в зал, где висит Сикстинская мадонна, встанете перед картиной и будете думать: ""Так... вот она, это же она..., так надо это понять, надо это осознать"
" етедирп ,недзерД в ыв етедеоп илИ";"в";"Или поедете вы в Дрезден, придете ";"в";" ";"Дрезденскую галерею, в зал, где висит";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Или поедете вы в Дрезден, придете в Дрезденскую галерею, в зал, где висит Сикстинская мадонна, встанете перед картиной и будете думать: ""Так... вот она, это же она..., так надо это понять, надо это осознать"
" в етедирп ,недзерД в ыв етедеоп";"юукснедзерД";"поедете вы в Дрезден, придете в ";"Дрезденскую";" ";"галерею, в зал, где висит Сикстинская";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Или поедете вы в Дрезден, придете в Дрезденскую галерею, в зал, где висит Сикстинская мадонна, встанете перед картиной и будете думать: ""Так... вот она, это же она..., так надо это понять, надо это осознать"
" юукснедзерД в етедирп ,недзерД в ыв";"юерелаг";"вы в Дрезден, придете в Дрезденскую ";"галерею";", ";"в зал, где висит Сикстинская мадонна";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Или поедете вы в Дрезден, придете в Дрезденскую галерею, в зал, где висит Сикстинская мадонна, встанете перед картиной и будете думать: ""Так... вот она, это же она..., так надо это понять, надо это осознать"
" ,юерелаг юукснедзерД в етедирп ,недзерД в";"в";"в Дрезден, придете в Дрезденскую галерею, ";"в";" ";"зал, где висит Сикстинская мадонна, встанете";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Или поедете вы в Дрезден, придете в Дрезденскую галерею, в зал, где висит Сикстинская мадонна, встанете перед картиной и будете думать: ""Так... вот она, это же она..., так надо это понять, надо это осознать"
" в ,юерелаг юукснедзерД в етедирп ,недзерД";"лаз";"Дрезден, придете в Дрезденскую галерею, в ";"зал";", ";"где висит Сикстинская мадонна, встанете перед";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Или поедете вы в Дрезден, придете в Дрезденскую галерею, в зал, где висит Сикстинская мадонна, встанете перед картиной и будете думать: ""Так... вот она, это же она..., так надо это понять, надо это осознать"
" ,лаз в ,юерелаг юукснедзерД в етедирп";"едг";"придете в Дрезденскую галерею, в зал, ";"где";" ";"висит Сикстинская мадонна, встанете перед картиной";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Или поедете вы в Дрезден, придете в Дрезденскую галерею, в зал, где висит Сикстинская мадонна, встанете перед картиной и будете думать: ""Так... вот она, это же она..., так надо это понять, надо это осознать"
" едг ,лаз в ,юерелаг юукснедзерД в";"тисив";"в Дрезденскую галерею, в зал, где ";"висит";" ";"Сикстинская мадонна, встанете перед картиной и";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Или поедете вы в Дрезден, придете в Дрезденскую галерею, в зал, где висит Сикстинская мадонна, встанете перед картиной и будете думать: ""Так... вот она, это же она..., так надо это понять, надо это осознать"
" тисив едг ,лаз в ,юерелаг юукснедзерД";"яакснитскиС";"Дрезденскую галерею, в зал, где висит ";"Сикстинская";" ";"мадонна, встанете перед картиной и будете";"Евгений Гришковец. ОдноврЕмЕнно (2004)";"Евгений Гришковец";"1967";"ОдноврЕмЕнно";"2004";"художественная";"пьеса";"";"Е. Гришковец. Город: Сб. пьес";"2001";"книга";"омонимия снята вручную";"Или поедете вы в Дрезден, придете в Дрезденскую галерею, в зал, где висит Сикстинская мадонна, встанете перед картиной и будете думать: ""Так... вот она, это же она..., так надо это понять, надо это осознать"
